,spe,high,dbh,ew,sn
1202,58,3.4,4.15,1.96,2.23
1203,58,4.5,5.03,2.02,1.75
1204,58,4.7,7,3.11,2.94
1205,58,4.5,6.25,2.62,2.26
1206,58,4.7,6.61,2.53,2.42
1207,58,4.6,6.6,2.3,2.14
1208,58,4.7,6.2,2.42,2.34
1209,58,4.6,6.18,2.38,2.48
1210,58,4.1,5.3,1.62,1.88
1211,58,4.1,6,1.83,2.36
1212,58,5.1,8,3.1,2.8
1213,58,5,7.2,4.09,4
1214,58,4.5,4.2,2.35,2.3
1215,58,4.5,6.4,3.35,3.2
1216,58,5,7.73,1.74,2
1217,58,5.1,6.02,1.77,1.72
1218,58,5.2,5.1,1.48,1.74
1219,286,7.3,8.3,3.73,4.14
1220,286,6.8,7.5,3.37,3.89
1221,286,6.3,7.3,3.44,3.1
1222,286,7.8,8,3.1,3.96
1223,286,8,9,3.88,4.06
1224,286,7.8,9.1,3.68,3.98
1225,286,6.5,8,3.93,3.92
1226,286,6.3,6.2,2.64,3.19
1227,286,7.5,9,3.65,4.45
1228,286,7.3,8.4,3.28,3.87
1229,286,6.8,8,3.4,4.19
1230,286,7.4,9,3.58,3.69
1231,286,7.4,9,3.74,4.3
1232,286,7.6,9.2,3.26,4.1
1233,286,7.5,8.3,3.95,3.83
1234,286,7.5,8.9,3.8,3.46
1235,286,7.3,8.5,3.18,3.18
1236,286,7.5,9.3,3.66,3.96
1237,286,7.3,8.3,3.69,3.9
1238,286,7.4,9.3,3.38,3.82
1239,286,7.6,8.9,3.38,3.98
1240,286,7.6,8.7,3.2,3.48
1241,286,7.2,7.3,3.28,3.74
1242,286,7.4,8.8,3.54,4.1
1243,286,7.5,9.2,3.25,3.9
1244,286,6,7.8,2.68,2.35
1245,286,5.2,7.6,2.81,2.46
1246,286,5.3,6.6,2.68,2.77
1247,286,6,7.9,3.56,2.88
1248,286,5.7,7.5,3.3,3.62
1249,286,6.3,7.3,3.46,3.27
1250,286,6,7.9,2.85,3.1
1251,286,5.8,7.5,2.8,2.75
1252,286,5.4,7,2.75,1.9
1253,286,4.4,9.89,2.51,2.89
1254,286,4.3,8.19,3.12,3.38
1255,286,4.4,8.46,2.73,2.55
1256,286,4.1,6.68,2.82,2.55
1257,286,4.3,8.2,3.09,2.68
1258,286,4.1,8.65,3.33,4.2
1259,286,4.3,8.26,2.75,3.18
1260,286,4.3,8.68,2.85,2.78
1261,286,4.1,7.42,2.36,2.26
1262,286,5,9.8,3.95,3.48
1263,286,4.4,6.1,2.74,2.985
1264,286,4,5.7,2.35,3.16
1265,286,5,5.4,2.93,2.96
1266,286,5.3,5.8,2.75,2.65
1267,286,4.5,4.7,2.95,2.33
1268,286,4.7,4.43,1.16,1.32
1269,286,4.9,5.75,1.62,1.36
1270,286,4.5,4.8,1.42,1.26
1271,286,5,6.38,2.52,3.1
1272,286,4.8,5.55,2.38,2.12
1273,286,5.1,7,2.65,2.4
1274,286,5.1,6.64,2.74,2.8
1275,286,5.6,6.2,2.49,2.72
1276,286,5.9,8.4,2.43,2.76
1277,286,6.1,7.77,2.22,2.38
1278,286,5.8,7.21,2.3,2.14
1279,20,6.3,7.02,3.3,3.8
1280,20,7.5,8.96,4.1,4.2
1281,20,7.5,8.71,3.5,3.8
1282,20,7.3,9.5,4.06,4.86
1283,20,7.1,8,3.4,3.9
1284,20,6.8,8.4,3.8,3.6
1285,20,7,8.7,3.8,3.62
1286,20,6.8,8.9,3.53,3.8
1287,20,6.9,8.6,3.4,4.15
1288,20,6.8,7.8,3.34,4.1
1289,20,6.5,7.7,3.38,3.56
1290,20,7,8.2,3.49,3.67
1291,20,6.8,7.5,3.33,3.4
1292,20,7.1,8.5,3.73,4.23
1293,20,7.5,8.8,3.77,4.17
1294,20,7.6,9.5,3.93,4.1
1295,20,7.8,9.6,3.51,4.01
1296,20,7.3,9.2,4.06,4.18
1297,20,7.1,8,3.95,3.78
1298,20,7.8,9.4,3.41,4.35
1299,20,7.8,9.1,3.84,3.71
1300,20,7.1,7.8,3.86,4.08
1301,20,7.3,9,3.59,4.19
1302,20,5,6.5,2.12,2.08
1303,20,5.5,6.6,2.25,2.26
1304,20,5.2,5.5,2.14,2.07
1305,20,5.5,7.3,2.59,2.08
1306,20,5.2,6.8,2.4,2.66
1307,20,5.2,6.3,3.12,2.78
1308,20,6,7.9,3.19,3.55
1309,20,6,8.2,2.81,2.97
1310,20,5.9,7.6,3.81,3.66
1311,20,6,8,3.67,3.99
1312,20,6.3,7.8,3.42,3.75
1313,20,6.5,8,3.52,3.56
1314,20,4.7,6.88,2.73,3.17
1315,20,4.6,7.58,2.56,3.15
1316,20,4.5,7.35,2.64,3.06
1317,20,4.2,2.33,6.95,3.01
1318,20,4.1,6.32,2.72,2.68
1319,20,4.3,6.05,2.38,2.51
1320,20,4.4,6.5,2.23,2.08
1321,20,4.3,6.9,2.42,2.61
1322,20,4.1,6.74,2.14,1.76
1323,20,3.5,4.9,2.07,1.98
1324,20,3.7,6.01,2.22,2.06
1325,20,4,6.8,3.27,3.15
1326,20,4.3,5.4,2.59,2.16
1327,20,5.3,7.4,3.34,3.1
1328,20,4.9,5.4,2.6,2.42
1329,20,3.2,4.2,2.47,2.55
1330,20,4.3,5,1.93,2.22
1331,20,4.5,5.5,1.28,1.45
1332,20,4.1,6.8,1.78,2.26
1333,20,4.6,5.17,1.58,2.06
1334,20,4.5,4.46,1.96,2.67
1335,20,4.8,5.83,2.77,3.33
1336,20,3.1,3.74,1.53,2.2
1337,20,4.7,6.38,1.8,2.18
1338,20,4.3,4.37,1.58,2.15
1339,41,6.4,7.74,3.92,3.68
1340,41,6.5,8.21,4.1,4.4
1341,41,7.2,9.3,4.1,4.2
1342,41,7.3,9,3.7,3.9
1343,41,7.3,9.3,4.1,4.8
1344,41,6.8,9.9,4.2,4.3
1345,41,6.9,9.4,3.85,4.05
1346,41,7,9.7,3.7,3.9
1347,41,7.2,8.73,3.98,3.23
1348,41,7.4,8.3,4.07,3.5
1349,41,7.3,8.22,3.71,3.55
1350,41,7.4,9.4,3.58,3.46
1351,41,7.2,8.75,3.68,3.58
1352,41,7.4,7.24,3.56,3.06
1353,41,7.4,7.06,3.17,3.21
1354,41,7.2,8.61,3.62,3.98
1355,41,7.2,7.38,3.62,3.13
1356,41,7.1,9.05,3.88,4.06
1357,41,7.2,8.14,3.34,3.54
1358,41,7.1,8.67,3.85,3.9
1359,41,7.3,8.25,3.68,2.88
1360,41,7.1,8.35,3.55,2.92
1361,41,7.1,8.4,3.63,3.91
1362,41,7.1,8.5,3.38,3.88
1363,41,7.2,9.36,3.71,4.19
1364,41,5.2,6.1,2.27,1.86
1365,41,5,5.6,1.95,1.86
1366,41,5.5,4.6,1.38,2.07
1367,41,5.6,7.6,3.5,2.47
1368,41,5.5,6.8,2.47,2.95
1369,41,5.4,6.3,2.98,2.71
1370,41,5.2,7.2,3.14,3.62
1371,41,5.5,7.6,3.49,3.2
1372,41,5.5,6.7,2.59,2.27
1373,41,6.12,7.6,3.28,2.88
1374,41,4.1,6.92,2.16,2.34
1375,41,4.3,6.15,2.03,2.66
1376,41,4.1,7.08,2.62,2.32
1377,41,4.1,6.22,3.18,2.93
1378,41,4.3,6.18,3.06,2.67
1379,41,4.1,6.52,2.12,2.37
1380,41,4.5,6.13,2.43,2.36
1381,41,5.4,6.42,2.57,1.78
1382,41,5,6.7,2.85,2.69
1383,41,4.9,6.02,1.95,2.22
1384,41,4.8,5.4,2.1,2.32
1385,41,5,4.44,1.6,1.98
1386,41,4.8,7.22,2.22,2.57
1387,41,4.8,6.73,2.35,2.22
1388,41,4.9,4,1.28,1.7
1389,41,4.8,4.78,1.54,1.7
1390,5,6.1,6.24,3.1,3.4
1391,5,6.4,6.72,3.3,3.6
1392,5,7,7.8,3.66,4.2
1393,5,7.3,8.4,3.7,3.8
1394,5,7.6,8.7,3.5,4.1
1395,5,6.5,8.9,3.37,3.89
1396,5,7,8.4,4.03,3.85
1397,5,6.8,8.4,3.4,3.88
1398,5,7.1,8.5,3.98,4.26
1399,5,7.5,9.5,4.06,4.28
1400,5,7.3,9.6,3.9,4.26
1401,5,7.1,8.5,3.9,4.05
1402,5,7.3,8.4,3.43,3.52
1403,5,7.6,10,3.85,4.65
1404,5,7.8,10.2,3.85,4.46
1405,5,7.4,9.4,4.3,4.68
1406,5,7.5,10,4.94,5.51
1407,5,7.1,8.9,4.11,4.31
1408,5,7.2,9,3.97,4.24
1409,5,6.4,7.5,2.89,3.46
1410,5,6.9,9,3.34,4.15
1411,5,7,8.2,3.58,4.06
1412,5,7.6,9.2,3.46,4.08
1413,5,8,9.4,3.15,3.8
1414,5,7.5,8,3.78,3.84
1415,5,4.5,4.4,2.07,1.97
1416,5,4.3,4.8,1.78,1.97
1417,5,4.5,4.7,2.22,2.07
1418,5,6,7.7,2.92,3.15
1419,5,6.1,8.2,2.61,2.85
1420,5,5.3,6.8,3.18,2.58
1421,5,6.1,7.9,3.28,3.28
1422,5,6,6.9,3.36,3.41
1423,5,4.4,8.85,3.02,2.96
1424,5,4.3,8.5,2.42,2.32
1425,5,4.1,7.12,3.27,2.5
1426,5,4.1,6.02,1.97,2.22
1427,5,4.1,6.05,2.12,2.75
1428,5,4.1,6.98,2.36,2.58
1429,5,4.3,6.29,2.16,2.62
1430,5,4.2,5.35,1.42,1.72
1431,5,4.3,6.95,2.25,2.9
1432,5,3.7,6.08,2.28,2.08
1433,5,3.5,6.31,1.76,2.43
1434,5,3.3,6.47,2.16,2.06
1435,5,4.5,4.3,2.51,2.87
1436,5,4.7,4.8,2.71,2.69
1437,5,4.7,5.2,3.2,2.85
1438,5,4.9,5.82,2.84,2.6
1439,5,4.7,4.87,2.3,2.62
1440,46,7.1,7.11,3.73,3.7
1441,46,7.2,8.91,3.9,3.54
1442,46,7.1,8.57,3.97,3.87
1443,46,7.3,8.7,3.96,3.96
1444,46,7.2,8.57,3.8,4.1
1445,46,7.3,8.98,4.1,4.12
1446,46,7.2,9.3,3.76,3.5
1447,46,7.1,8.32,3.73,3.76
1448,46,7.3,8.59,3.77,3.7
1449,46,7.2,7.96,3.91,3.26
1450,46,7.4,9.37,4,3.39
1451,46,7.5,8.02,3.72,3.47
1452,46,7.4,8.3,3.75,3.6
1453,46,7.3,7.79,3.98,2.88
1454,46,7.4,8.78,4,3.17
1455,46,7.3,9.1,4.1,3.53
1456,46,7.4,9.5,3.92,3.68
1457,46,7.3,8.78,3.93,3.52
1458,46,7.1,9.6,4.12,3.72
1459,46,7.2,8.52,3.63,3.42
1460,46,7.2,8.8,3.88,3.23
1461,46,7.3,8.17,4.03,4
1462,46,7.2,7.26,4.13,3.28
1463,46,7.3,7.787,4.18,3.57
1464,46,7.2,8.2,3.28,3.55
1465,46,7.3,9.55,3.83,3.8
1466,46,7.1,9.21,4.03,3
1467,46,5.4,5,1.96,2.71
1468,46,5.5,4.9,1.69,2.22
1469,46,5.2,3.8,1.64,2.45
1470,46,5.4,5.7,2.01,2.74
1471,46,5.5,6.2,2.56,3
1472,46,6.1,6.5,2.64,2.93
1473,46,5.5,6.8,3.24,3.69
1474,46,6.1,6.6,2.52,3.42
1475,46,6.2,7.4,3.04,3.72
1476,46,4.5,6.21,2.54,2.72
1477,46,6.8,7.78,2.6,2.65
1478,46,4.3,6.21,2.26,2.66
1479,46,4.1,7,2.22,1.84
1480,46,3.7,6.32,2.28,2.15
1481,46,3.9,6.08,1.08,1.4
1482,46,3.1,5.31,1.46,1.62
1483,46,5.1,5.81,1.25,1.3
1484,46,5,4.93,1.11,1.05
1485,46,4.8,5.31,1.46,1.67
1486,51,7.3,8.5,3.38,3.91
1487,51,7,8.3,3.48,3.98
1488,51,6.8,8.3,3.4,3.7
1489,51,7.3,7.8,3.18,3.73
1490,51,7.5,8,3.06,3.16
1491,51,7.4,8,3.46,3.69
1492,51,7.3,8.3,3.52,3.36
1493,51,7.3,8.7,3.56,3.43
1494,51,7.4,9.1,3.86,3.77
1495,51,7.4,9.1,3.86,3.77
1496,51,7.3,8,3.63,3.71
1497,51,7.6,9.1,3.55,3.85
1498,51,7.5,8.3,3.66,4.03
1499,51,7.5,8.8,3.35,3.54
1500,51,7.5,9.2,3.54,4.32
1501,51,7.5,8.6,3.94,3.92
1502,51,7.5,8.7,3.12,3.72
1503,51,7.4,8.2,3,3.35
1504,51,7.5,9.4,3.26,3.71
1505,51,7.6,9.9,3.89,3.86
1506,51,7.4,9.2,3.78,3.75
1507,51,7.5,10,3.91,4.16
1508,51,7.4,9.2,3.66,3.2
1509,51,7.1,8.9,3.8,3.81
1510,51,7,8.78,4.1,3.47
1511,51,7.1,8.95,3.95,4.05
1512,51,4.9,7.4,2.72,2.58
1513,51,6.5,7.8,3.27,3.4
1514,51,6,8,2.65,3.24
1515,51,5.5,7.2,3.48,3.07
1516,51,4.3,8.75,2.52,3.08
1517,51,4.3,8,2.65,2.98
1518,51,4.8,6.4,2.46,2.33
1519,51,4.7,7.51,3.02,2.88
1520,51,4.3,5.7,1.54,1.56
1521,51,4.3,7.36,2.36,2.74
1522,51,4.2,6.4,2.36,2.64
1523,51,4.3,6.76,1.98,2.24
1524,51,4.1,4.65,4.93,1.84
1525,51,4.3,5.72,1.9,2.16
1526,51,4.5,6.33,2.42,2.15
1527,51,4.6,5.6,1.85,2.18
1528,51,4.7,5.75,1.6,2.48
1529,51,4.5,7.74,2.47,2.73
1530,51,4.1,6.96,2.23,2.56
1531,51,4.2,5.95,1.43,1.12
1532,51,3.2,3,1.98,1.73
1533,51,4.2,5.2,3.05,3.18
1534,51,3,3.2,2.22,2.1
1535,51,4.7,4.6,2.41,1.94
1536,51,4.8,5,2.9,3.49
1537,51,4.8,5.1,1.35,1.36
1538,51,5,5.64,1.51,1.73
1539,51,4.6,5.5,1.82,2.46
1540,51,4.9,6.61,3,2.64
1541,51,5,6.5,2.44,2.2
1542,51,5,5.5,1.85,1.78
1543,51,5.3,6.02,1.62,2.27
1544,51,5.3,6.45,2.58,2.67
1545,50,6.8,9.3,3.5,4.3
1546,50,6.8,9.2,4.36,4.12
1547,50,6.4,7.7,3.43,3.48
1548,50,7.1,8.5,3.81,4.03
1549,50,6.7,8,3.4,4
1550,50,6.5,8.4,3.53,3.78
1551,50,7.5,9.4,4.34,4.18
1552,50,7.5,8.6,4.26,3.92
1553,50,7.5,8.8,3.73,4.16
1554,50,7.8,8.5,3.78,4.12
1555,50,7.9,9.4,3.84,4.47
1556,50,7.8,8.7,3.56,4.53
1557,50,7.2,8,3.1,3.36
1558,50,7.3,8.5,4.03,3.83
1559,50,6.8,9,3.84,4.58
1560,50,7.8,8.7,3.46,3.91
1561,50,8,8.5,3.34,4.14
1562,50,7.8,9.3,3.46,4.46
1563,50,7.2,9.3,3.56,3.99
1564,50,7.3,8.5,3.32,3.67
1565,50,7.5,9.8,3.66,4.47
1566,50,7.5,9.2,3.57,3.92
1567,50,7.4,8.9,3.18,3.33
1568,50,7.5,9.2,3.04,4.05
1569,50,5,6.2,3.26,2.8
1570,50,4.8,6,2.95,2.21
1571,50,6.1,8,2.99,3.17
1572,50,5.4,6.3,2.25,2.15
1573,50,5.2,6.1,2.6,3.4
1574,50,6,7.2,2.7,3.35
1575,50,4.3,5.82,2.42,2.83
1576,50,4.1,6.97,2.56,2.7
1577,50,4.1,6.36,6.36,2.75
1578,50,4.1,7.2,2.82,2.56
1579,50,4.1,7.06,2.57,2.27
1580,50,4.3,7.78,2.82,2.05
1581,50,4.2,6.68,2.58,2.57
1582,50,4.1,6.19,2.54,2.44
1583,50,4.1,6.3,2.23,3.01
1584,50,4.8,8.4,3.3,3.06
1585,50,3.6,4,2.06,2.22
1586,50,4.5,6.1,3.88,2.88
1587,50,3.5,5,2.48,3.05
1588,50,4.8,5.2,2.42,2.1
1589,50,3.5,4.4,1.47,2.07
1590,50,4.6,5.9,2.18,1.92
1591,50,4.7,4.9,1.18,1.24
1592,50,4.6,5.34,2.42,2.72
1593,50,4.9,6.66,2.47,3.12
1594,7,6.8,6.87,3.6,3.5
1595,7,5.7,5.25,2.6,3.2
1596,7,6.8,6.8,3.7,3.7
1597,7,6.9,7.9,3.6,3.4
1598,7,6.8,8,3.65,3.45
1599,7,7.1,8.8,3.8,3.9
1600,7,6.8,8.5,3.8,4
1601,7,6.5,7.9,3.3,4.16
1602,7,6.8,8.7,4.03,4.26
1603,7,7,9.3,4.03,4.5
1604,7,7,9.2,3.4,3.74
1605,7,6.9,8.3,3.73,4.63
1606,7,6.8,9.2,3.6,4.03
1607,7,6.8,8.3,3.3,3.9
1608,7,7.1,9.6,4.46,4.44
1609,7,7.7,10.1,4.3,4.45
1610,7,7.8,10.1,3.98,4.26
1611,7,7.7,8.5,3.6,3.24
1612,7,7.1,8.96,3.64,3.62
1613,7,7.2,8.8,3.33,3.58
1614,7,7.1,8.46,4.15,3.88
1615,7,7.3,8.07,2.99,2.96
1616,7,7.4,8.27,3.3,3.03
1617,7,7.3,8.72,3.43,4.08
1618,7,7,8.14,3.33,3.29
1619,7,5,6,2.25,1.8
1620,7,5.5,5.7,2.18,1.97
1621,7,5.2,6.6,2,2.35
1622,7,6.2,6.9,3.52,3.43
1623,7,5.8,7.5,3.11,3.7
1624,7,5.8,6.8,3.2,3.54
1625,7,5.2,6.3,2.79,3.25
1626,7,4.3,6.49,2.83,2.71
1627,7,4.1,5.85,2.29,2.32
1628,7,4.3,7.6,2.68,2.68
1629,7,4,6.68,2.25,2.36
1630,7,4.1,8.62,2.74,2.37
1631,7,4.3,6.27,2.12,2.15
1632,7,4.4,7.31,2.8,2.78
1633,7,4.3,7.26,2.33,3.32
1634,7,3.1,5.17,1.8,1.77
1635,7,3.3,6.88,2.03,2.51
1636,7,4.8,5.8,2.96,2.7
1637,7,4.7,4.8,2.71,2.69
1638,7,4.7,5.22,2.02,2.04
1639,7,4.7,5.68,1.77,2.12
1640,7,4.2,4.4,2.1,1.92
1641,7,4.5,4.96,1.68,2.74
1642,7,4.5,4.72,1.92,1.52
1643,7,4.1,3.76,1.5,1.6
1644,34,7.1,10,4.15,3.85
1645,34,7.1,9.46,3.92,4.26
1646,34,7.1,9.1,3.95,4.17
1647,34,7,7.35,3.35,3.46
1648,34,7.1,8.7,3.94,3.76
1649,34,7.2,8.18,3.57,3.03
1650,34,7.1,7.72,3.43,3.16
1651,34,7.1,8.3,4.1,3.71
1652,34,7,6.18,3.73,3.2
1653,34,7.3,8.9,3.57,3.6
1654,34,7.1,8.62,3.64,3.48
1655,34,7.2,9.15,3.4,4.05
1656,34,7.1,8.7,4.06,3.66
1657,34,7.1,9.15,4.01,3.64
1658,34,7.2,8.94,4.2,3.55
1659,34,7.3,8.65,4.14,3.52
1660,34,7.2,8.51,3.64,3.47
1661,34,7,9.17,3.72,4.1
1662,34,7.4,7.82,3.7,3.26
1663,34,7.3,8.09,3.33,2.95
1664,34,7.4,8.17,3.6,3.02
1665,34,7.4,8.65,3.76,3.34
1666,34,7.2,8.58,3.91,3.56
1667,34,7.3,8.41,3.44,3.98
1668,34,7.5,8.05,3.86,2.76
1669,34,7.3,7.46,2.93,2.47
1670,34,7.1,7.18,3.3,3.15
1671,34,4.2,5.6,1.74,2.45
1672,34,5,5.5,1.65,2.32
1673,34,4.8,4.9,1.77,2.5
1674,34,5.3,6.8,2.77,2.51
1675,34,4.1,6.87,2.81,2.87
1676,34,4.1,6.2,2.32,2.62
1677,34,4.1,5.6,2.25,2.27
1678,34,4.5,7.74,2.47,2.73
1679,34,4.3,5.55,2.25,2.01
1680,34,4.6,5.7,2.45,1.99
1681,34,4.3,6.52,1.66,1.42
1682,34,4.1,6.46,1.82,1.67
1683,34,4.3,6.42,1.92,1.74
1684,34,4.1,6.53,2.26,1.88
1685,34,4.6,8.15,2.84,2.25
1686,34,4.5,7.1,2.42,2.48
1687,34,4.5,5.24,1.66,2.3
1688,34,4.2,4.62,1.95,2.45
1689,34,4.6,4.37,1.82,2.47
1690,34,4.8,4.27,2.87,2.65
1691,34,5,6.4,1.84,1.76
1692,65225,7.3,9.48,4.16,3.71
1693,65225,7.2,9.1,4.2,3.15
1694,65225,7.1,7.42,3.82,3.34
1695,65225,7.4,8.53,3.71,3.84
1696,65225,7.2,8.95,4.02,3.6
1697,65225,7.3,8.4,3.58,3.76
1698,65225,7.1,9.2,3.78,4.08
1699,65225,7,8.89,4.04,3.57
1700,65225,7.1,8.21,4.04,3.32
1701,65225,7.4,7.74,3.98,2.76
1702,65225,7.3,8.2,4.04,3.08
1703,65225,7.1,9.22,3.93,3.09
1704,65225,7.2,7.86,3.97,3.17
1705,65225,7.1,7.51,3.77,3.23
1706,65225,7.3,8.22,4.22,3.54
1707,65225,7,8.83,4.04,3.98
1708,65225,7.1,7.4,3.27,3.47
1709,65225,6.9,7.05,3.12,2.88
1710,65225,7.4,9.15,3.87,3.92
1711,65225,7.3,8.12,3.82,3.25
1712,65225,7.1,8.25,3.72,4.06
1713,65225,7.3,8.32,3.85,3.63
1714,65225,7.4,8.58,3.92,3.71
1715,65225,7.5,8.13,3.11,3.53
1716,65225,7.3,7.88,3.62,3.76
1717,65225,7.6,8.31,3.13,3.88
1718,65225,4.8,4.9,1.97,2.33
1719,65225,5,5.2,2.15,2.05
1720,65225,5.3,5.4,1.73,2.44
1721,65225,5.1,5.9,2.51,2.48
1722,65225,4.1,6.26,1.84,2.22
1723,65225,4.3,6.61,2.47,2.58
1724,65225,4.3,7.58,2.32,2.24
1725,65225,4.1,6.9,2.37,2.17
1726,65225,4.2,5.95,2.32,2.17
1727,65225,4.1,6.4,2.31,2.45
1728,65225,4.8,7.65,2.35,2.42
1729,65225,4.5,7.58,2.68,2.57
1730,65225,4.3,7.41,2.22,2.38
1731,65225,5.3,7.65,1.92,2.22
1732,65225,5.2,6.43,1.78,1.84
1733,65225,4.9,4.55,1.35,1.45
1734,65225,4.7,5.1,2.16,2.44
1735,65225,5,4.37,1.12,1.48
1736,65225,4.9,5.3,1.43,1.77
1737,30,7.5,9,3.75,4.02
1738,30,7.4,9.2,3.67,4.09
1739,30,7.3,8.8,3.5,3.68
1740,30,7.6,9.1,3.89,4.08
1741,30,7.2,8.2,3.39,2.99
1742,30,7.6,9.9,3.55,3.59
1743,30,7.4,8.2,3.58,3.46
1744,30,7.4,8,3.55,3.44
1745,30,7.7,9.5,3.63,4.18
1746,30,7.7,8.6,3.32,3.53
1747,30,7.6,9.1,3.62,4.05
1748,30,7.5,9.5,3.55,3.77
1749,30,7.6,9.5,3.92,4.15
1750,30,7.6,9.4,3.47,3.3
1751,30,7.1,8.8,3.73,3.46
1752,30,7.1,9.07,3.97,3.47
1753,30,7,8.11,3.36,3.51
1754,30,7,8.01,3.89,3.53
1755,30,7.1,8.24,3.98,3.84
1756,30,7.2,8.64,4.15,3.98
1757,30,7.2,8.25,3.47,3.48
1758,30,7,9.42,4.1,3.56
1759,30,7.1,9.4,3.55,3.71
1760,30,7.3,9.61,4.12,3.9
1761,30,7.2,9.12,4.05,3.52
1762,30,7.3,9.57,4.2,4.01
1763,30,4.5,4.7,2.25,2.5
1764,30,5.5,5.9,2.84,2.99
1765,30,4.3,7.5,2.15,1.92
1766,30,4.4,7.18,2.44,2.22
1767,30,4.3,7.61,2.08,2.18
1768,30,4.3,7.6,2.66,2.62
1769,30,4.7,7.9,3.48,3.04
1770,30,4.8,7.61,3.02,3.33
1771,30,4.3,7.85,2.98,3
1772,30,4.5,7.25,3.01,2.83
1773,30,4.3,6.35,2.45,2.92
1774,30,4.6,6.35,2.22,1.93
1775,30,4.6,6.7,2.4,3.26
1776,30,4.3,6.39,3.25,2.35
1777,30,4.6,5.82,1.73,1.88
1778,30,4.7,7.79,2.54,3.3
1779,30,4.7,6.79,2.92,2.76
1780,30,4.1,6,2.05,1.68
1781,30,4.1,6.39,2.2,1.88
1782,30,5.1,7.3,3.15,2.84
1783,30,4.7,6.2,3.57,2.93
1784,30,4.2,4.6,2.61,2.8
1785,30,4.5,4.6,2.69,2.7
1786,30,4.4,5.67,2.5,1.98
1787,30,4.8,4.73,2.2,1.92
1788,30,5,6.81,1.96,2.28
1789,30,4.3,4.2,1.34,1.93
1790,30,5,7.6,2.08,1.86